Date;WAVE1;WAVE2;WAVE3;WAVE4;WAVE5
2097;0,856811225;0,851611078;0,846326709;0,840956688;0,835503578
2098;0,851611078;0,846326709;0,840956688;0,835503578;0,82996583
2099;0,846326709;0,840956688;0,835503578;0,82996583;0,824346185
2100;0,840956688;0,835503578;0,82996583;0,824346185;0,818644047
2101;0,835503578;0,82996583;0,824346185;0,818644047;0,812858939
2102;0,82996583;0,824346185;0,818644047;0,812858939;0,806993663
2103;0,824346185;0,818644047;0,812858939;0,806993663;0,80104655
2104;0,818644047;0,812858939;0,806993663;0,80104655;0,795020401
2105;0,812858939;0,806993663;0,80104655;0,795020401;0,7889148
2106;0,806993663;0,80104655;0,795020401;0,7889148;0,782729089
2107;0,80104655;0,795020401;0,7889148;0,782729089;0,77646631
2108;0,795020401;0,7889148;0,782729089;0,77646631;0,770124674
2109;0,7889148;0,782729089;0,77646631;0,770124674;0,763707161
2110;0,782729089;0,77646631;0,770124674;0,763707161;0,757213295
2111;0,77646631;0,770124674;0,763707161;0,757213295;0,750642478
2112;0,770124674;0,763707161;0,757213295;0,750642478;0,743997812
2113;0,763707161;0,757213295;0,750642478;0,743997812;0,737277448
2114;0,757213295;0,750642478;0,743997812;0,737277448;0,730484664
2115;0,750642478;0,743997812;0,737277448;0,730484664;0,723618805
2116;0,743997812;0,737277448;0,730484664;0,723618805;0,716679215
2117;0,737277448;0,730484664;0,723618805;0,716679215;0,709669352
2118;0,730484664;0,723618805;0,716679215;0,709669352;0,702587068
2119;0,723618805;0,716679215;0,709669352;0,702587068;0,695435941
2120;0,716679215;0,709669352;0,702587068;0,695435941;0,688215256
2121;0,709669352;0,702587068;0,695435941;0,688215256;0,680924296
2122;0,702587068;0,695435941;0,688215256;0,680924296;0,673566699
2123;0,695435941;0,688215256;0,680924296;0,673566699;0,666140258
2124;0,688215256;0,680924296;0,673566699;0,666140258;0,65864867
2125;0,680924296;0,673566699;0,666140258;0,65864867;0,651091158
2126;0,673566699;0,666140258;0,65864867;0,651091158;0,643467128
2127;0,666140258;0,65864867;0,651091158;0,643467128;0,635780156
2128;0,65864867;0,651091158;0,643467128;0,635780156;0,628028154
2129;0,651091158;0,643467128;0,635780156;0,628028154;0,62021476
2130;0,643467128;0,635780156;0,628028154;0,62021476;0,612339377
2131;0,635780156;0,628028154;0,62021476;0,612339377;0,604401231
2132;0,628028154;0,62021476;0,612339377;0,604401231;0,596404195
2133;0,62021476;0,612339377;0,604401231;0,596404195;0,588345945
2134;0,612339377;0,604401231;0,596404195;0,588345945;0,580230355
2135;0,604401231;0,596404195;0,588345945;0,580230355;0,57205677
2136;0,596404195;0,588345945;0,580230355;0,57205677;0,563824415
2137;0,588345945;0,580230355;0,57205677;0,563824415;0,555537224
2138;0,580230355;0,57205677;0,563824415;0,555537224;0,547192872
2139;0,57205677;0,563824415;0,555537224;0,547192872;0,538795412
2140;0,563824415;0,555537224;0,547192872;0,538795412;0,5303424
2141;0,555537224;0,547192872;0,538795412;0,5303424;0,521838009
2142;0,547192872;0,538795412;0,5303424;0,521838009;0,513281405
2143;0,538795412;0,5303424;0,521838009;0,513281405;0,504671872
2144;0,5303424;0,521838009;0,513281405;0,504671872;0,496013463
2145;0,521838009;0,513281405;0,504671872;0,496013463;0,487303793
2146;0,513281405;0,504671872;0,496013463;0,487303793;0,478547037
2147;0,504671872;0,496013463;0,487303793;0,478547037;0,469742417
2148;0,496013463;0,487303793;0,478547037;0,469742417;0,460889161
2149;0,487303793;0,478547037;0,469742417;0,460889161;0,451991469
2150;0,478547037;0,469742417;0,460889161;0,451991469;0,443046898
2151;0,469742417;0,460889161;0,451991469;0,443046898;0,434059709
2152;0,460889161;0,451991469;0,443046898;0,434059709;0,425029099
2153;0,451991469;0,443046898;0,434059709;0,425029099;0,415954262
2154;0,443046898;0,434059709;0,425029099;0,415954262;0,40683955
2155;0,434059709;0,425029099;0,415954262;0,40683955;0,397682399
2156;0,425029099;0,415954262;0,40683955;0,397682399;0,38848722
2157;0,415954262;0,40683955;0,397682399;0,38848722;0,379253209
2158;0,40683955;0,397682399;0,38848722;0,379253209;0,369979471
2159;0,397682399;0,38848722;0,379253209;0,369979471;0,360670537
2160;0,38848722;0,379253209;0,369979471;0,360670537;0,351323724
2161;0,379253209;0,369979471;0,360670537;0,351323724;0,341943562
2162;0,369979471;0,360670537;0,351323724;0,341943562;0,332529187
2163;0,360670537;0,351323724;0,341943562;0,332529187;0,323079765
2164;0,351323724;0,341943562;0,332529187;0,323079765;0,313599825
2165;0,341943562;0,332529187;0,323079765;0,313599825;0,304086745
2166;0,332529187;0,323079765;0,313599825;0,304086745;0,294545025
2167;0,323079765;0,313599825;0,304086745;0,294545025;0,28497386
2168;0,313599825;0,304086745;0,294545025;0,28497386;0,275372356
2169;0,304086745;0,294545025;0,28497386;0,275372356;0,265745163
2170;0,294545025;0,28497386;0,275372356;0,265745163;0,256089538
2171;0,28497386;0,275372356;0,265745163;0,256089538;0,246410131
2172;0,275372356;0,265745163;0,256089538;0,246410131;0,236706108
2173;0,265745163;0,256089538;0,246410131;0,236706108;0,226976529
2174;0,256089538;0,246410131;0,236706108;0,226976529;0,217226118
2175;0,246410131;0,236706108;0,226976529;0,217226118;0,207452118
2176;0,236706108;0,226976529;0,217226118;0,207452118;0,197659239
2177;0,226976529;0,217226118;0,207452118;0,197659239;0,187846586
2178;0,217226118;0,207452118;0,197659239;0,187846586;0,178013265
2179;0,207452118;0,197659239;0,187846586;0,178013265;0,16816403
2180;0,197659239;0,187846586;0,178013265;0,16816403;0,158296078
2181;0,187846586;0,178013265;0,16816403;0,158296078;0,148414195
2182;0,178013265;0,16816403;0,158296078;0,148414195;0,138517454
2183;0,16816403;0,158296078;0,148414195;0,138517454;0,128604978
2184;0,158296078;0,148414195;0,138517454;0,128604978;0,11868152
2185;0,148414195;0,138517454;0,128604978;0,11868152;0,108744308
2186;0,138517454;0,128604978;0,11868152;0,108744308;0,098798111
2187;0,128604978;0,11868152;0,108744308;0,098798111;0,088840134
2188;0,11868152;0,108744308;0,098798111;0,088840134;0,078875169
2189;0,108744308;0,098798111;0,088840134;0,078875169;0,068902321
2190;0,098798111;0,088840134;0,078875169;0,068902321;0,058920674
2191;0,088840134;0,078875169;0,068902321;0,058920674;0,048935037
2192;0,078875169;0,068902321;0,058920674;0,048935037;0,038942605
2193;0,068902321;0,058920674;0,048935037;0,038942605;0,02894818
2194;0,058920674;0,048935037;0,038942605;0,02894818;0,018950861
2195;0,048935037;0,038942605;0,02894818;0,018950861;0,008949741
2196;0,038942605;0,02894818;0,018950861;0,008949741;-0,001050369
2197;0,02894818;0,018950861;0,008949741;-0,001050369;-0,01105228
2198;0,018950861;0,008949741;-0,001050369;-0,01105228;-0,02105118
2199;0,008949741;-0,001050369;-0,01105228;-0,02105118;-0,031047972
2200;-0,001050369;-0,01105228;-0,02105118;-0,031047972;-0,041043568
2201;-0,01105228;-0,02105118;-0,031047972;-0,041043568;-0,05103315
2202;-0,02105118;-0,031047972;-0,041043568;-0,05103315;-0,061019532
2203;-0,031047972;-0,041043568;-0,05103315;-0,061019532;-0,070997909
2204;-0,041043568;-0,05103315;-0,061019532;-0,070997909;-0,080969185
2205;-0,05103315;-0,061019532;-0,070997909;-0,080969185;-0,090934269
2206;-0,061019532;-0,070997909;-0,080969185;-0,090934269;-0,100888349
2207;-0,070997909;-0,080969185;-0,090934269;-0,100888349;-0,110834241
2208;-0,080969185;-0,090934269;-0,100888349;-0,110834241;-0,120767146
2209;-0,090934269;-0,100888349;-0,110834241;-0,120767146;-0,130687982
2210;-0,100888349;-0,110834241;-0,120767146;-0,130687982;-0,140597627
2211;-0,110834241;-0,120767146;-0,130687982;-0,140597627;-0,150491327
2212;-0,120767146;-0,130687982;-0,140597627;-0,150491327;-0,16037187
2213;-0,130687982;-0,140597627;-0,150491327;-0,16037187;-0,170234472
2214;-0,140597627;-0,150491327;-0,16037187;-0,170234472;-0,180080056
2215;-0,150491327;-0,16037187;-0,170234472;-0,180080056;-0,189909503
2216;-0,16037187;-0,170234472;-0,180080056;-0,189909503;-0,199718088
2217;-0,170234472;-0,180080056;-0,189909503;-0,199718088;-0,209508568
2218;-0,180080056;-0,189909503;-0,199718088;-0,209508568;-0,21927622
2219;-0,189909503;-0,199718088;-0,209508568;-0,21927622;-0,229021937
2220;-0,199718088;-0,209508568;-0,21927622;-0,229021937;-0,238746613
2221;-0,209508568;-0,21927622;-0,229021937;-0,238746613;-0,248445556
2222;-0,21927622;-0,229021937;-0,238746613;-0,248445556;-0,25812149
2223;-0,229021937;-0,238746613;-0,248445556;-0,25812149;-0,267769784
2224;-0,238746613;-0,248445556;-0,25812149;-0,267769784;-0,277391285
2225;-0,248445556;-0,25812149;-0,267769784;-0,277391285;-0,286986858
2226;-0,25812149;-0,267769784;-0,277391285;-0,286986858;-0,296551913
2227;-0,267769784;-0,277391285;-0,286986858;-0,296551913;-0,306089133
2228;-0,277391285;-0,286986858;-0,296551913;-0,306089133;-0,315593898
2229;-0,286986858;-0,296551913;-0,306089133;-0,315593898;-0,325067133
2230;-0,296551913;-0,306089133;-0,315593898;-0,325067133;-0,334509641
2231;-0,306089133;-0,315593898;-0,325067133;-0,334509641;-0,343916893
2232;-0,315593898;-0,325067133;-0,334509641;-0,343916893;-0,353291541
2233;-0,325067133;-0,334509641;-0,343916893;-0,353291541;-0,362629086
2234;-0,334509641;-0,343916893;-0,353291541;-0,362629086;-0,371932119
2235;-0,343916893;-0,353291541;-0,362629086;-0,371932119;-0,381196171
2236;-0,353291541;-0,362629086;-0,371932119;-0,381196171;-0,390422106
2237;-0,362629086;-0,371932119;-0,381196171;-0,390422106;-0,399610758
2238;-0,371932119;-0,381196171;-0,390422106;-0,399610758;-0,408757687
2239;-0,381196171;-0,390422106;-0,399610758;-0,408757687;-0,417865455
2240;-0,390422106;-0,399610758;-0,408757687;-0,417865455;-0,426929712
2241;-0,399610758;-0,408757687;-0,417865455;-0,426929712;-0,435951263
2242;-0,408757687;-0,417865455;-0,426929712;-0,435951263;-0,444930941
2243;-0,417865455;-0,426929712;-0,435951263;-0,444930941;-0,453864396
2244;-0,426929712;-0,435951263;-0,444930941;-0,453864396;-0,46275416
2245;-0,435951263;-0,444930941;-0,453864396;-0,46275416;-0,471595943
2246;-0,444930941;-0,453864396;-0,46275416;-0,471595943;-0,480390549
2247;-0,453864396;-0,46275416;-0,471595943;-0,480390549;-0,489138812
2248;-0,46275416;-0,471595943;-0,480390549;-0,489138812;-0,497836441
2249;-0,471595943;-0,480390549;-0,489138812;-0,497836441;-0,506485999
2250;-0,480390549;-0,489138812;-0,497836441;-0,506485999;-0,515083194
2251;-0,489138812;-0,497836441;-0,506485999;-0,515083194;-0,523628891
2252;-0,497836441;-0,506485999;-0,515083194;-0,523628891;-0,532123804
2253;-0,506485999;-0,515083194;-0,523628891;-0,532123804;-0,540563941
2254;-0,515083194;-0,523628891;-0,532123804;-0,540563941;-0,548951566
2255;-0,523628891;-0,532123804;-0,540563941;-0,548951566;-0,557282746
2256;-0,532123804;-0,540563941;-0,548951566;-0,557282746;-0,565558136
2257;-0,540563941;-0,548951566;-0,557282746;-0,565558136;-0,57377857
2258;-0,548951566;-0,557282746;-0,565558136;-0,57377857;-0,581940055
2259;-0,557282746;-0,565558136;-0,57377857;-0,581940055;-0,590044856
2260;-0,565558136;-0,57377857;-0,581940055;-0,590044856;-0,598089099
2261;-0,57377857;-0,581940055;-0,590044856;-0,598089099;-0,606073558
2262;-0,581940055;-0,590044856;-0,598089099;-0,606073558;-0,61399889
2263;-0,590044856;-0,598089099;-0,606073558;-0,61399889;-0,621861279
2264;-0,598089099;-0,606073558;-0,61399889;-0,621861279;-0,629662991
2265;-0,606073558;-0,61399889;-0,621861279;-0,629662991;-0,63740027
2266;-0,61399889;-0,621861279;-0,629662991;-0,63740027;-0,645073771
2267;-0,621861279;-0,629662991;-0,63740027;-0,645073771;-0,652684212
2268;-0,629662991;-0,63740027;-0,645073771;-0,652684212;-0,660227895
2269;-0,63740027;-0,645073771;-0,652684212;-0,660227895;-0,667707026
2270;-0,645073771;-0,652684212;-0,660227895;-0,667707026;-0,67511791
2271;-0,652684212;-0,660227895;-0,667707026;-0,67511791;-0,682461321
2272;-0,660227895;-0,667707026;-0,67511791;-0,682461321;-0,689737797
2273;-0,667707026;-0,67511791;-0,682461321;-0,689737797;-0,696943939
2274;-0,67511791;-0,682461321;-0,689737797;-0,696943939;-0,704081774
2275;-0,682461321;-0,689737797;-0,696943939;-0,704081774;-0,711147785
2276;-0,689737797;-0,696943939;-0,704081774;-0,711147785;-0,718142688
2277;-0,696943939;-0,704081774;-0,711147785;-0,718142688;-0,725067139
2278;-0,704081774;-0,711147785;-0,718142688;-0,725067139;-0,731917679
2279;-0,711147785;-0,718142688;-0,725067139;-0,731917679;-0,738696337
2280;-0,718142688;-0,725067139;-0,731917679;-0,738696337;-0,745399833
2281;-0,725067139;-0,731917679;-0,738696337;-0,745399833;-0,752030015
2282;-0,731917679;-0,738696337;-0,745399833;-0,752030015;-0,758583784
2283;-0,738696337;-0,745399833;-0,752030015;-0,758583784;-0,765061617
2284;-0,745399833;-0,752030015;-0,758583784;-0,765061617;-0,771464229
2285;-0,752030015;-0,758583784;-0,765061617;-0,771464229;-0,777788401
2286;-0,758583784;-0,765061617;-0,771464229;-0,777788401;-0,784035981
2287;-0,765061617;-0,771464229;-0,777788401;-0,784035981;-0,790203989
2288;-0,771464229;-0,777788401;-0,784035981;-0,790203989;-0,796292961
2289;-0,777788401;-0,784035981;-0,790203989;-0,796292961;-0,802303433
2290;-0,784035981;-0,790203989;-0,796292961;-0,802303433;-0,808232486
2291;-0,790203989;-0,796292961;-0,802303433;-0,808232486;-0,814081848
2292;-0,796292961;-0,802303433;-0,808232486;-0,814081848;-0,819848716
2293;-0,802303433;-0,808232486;-0,814081848;-0,819848716;-0,825533569
2294;-0,808232486;-0,814081848;-0,819848716;-0,825533569;-0,831136882
2295;-0,814081848;-0,819848716;-0,825533569;-0,831136882;-0,836656034
2296;-0,819848716;-0,825533569;-0,831136882;-0,836656034;-0,842092574
2297;-0,825533569;-0,831136882;-0,836656034;-0,842092574;-0,847443819
2298;-0,831136882;-0,836656034;-0,842092574;-0,847443819;-0,852710307
2299;-0,836656034;-0,842092574;-0,847443819;-0,852710307;-0,857892573
2300;-0,842092574;-0,847443819;-0,852710307;-0,857892573;-0,862987995
2301;-0,847443819;-0,852710307;-0,857892573;-0,862987995;-0,867998064
2302;-0,852710307;-0,857892573;-0,862987995;-0,867998064;-0,872920334
2303;-0,857892573;-0,862987995;-0,867998064;-0,872920334;-0,877755344
2304;-0,862987995;-0,867998064;-0,872920334;-0,877755344;-0,88250351
2305;-0,867998064;-0,872920334;-0,877755344;-0,88250351;-0,887162447
2306;-0,872920334;-0,877755344;-0,88250351;-0,887162447;-0,891733527
2307;-0,877755344;-0,88250351;-0,887162447;-0,891733527;-0,896214604
2308;-0,88250351;-0,887162447;-0,891733527;-0,896214604;-0,900606036
2309;-0,887162447;-0,891733527;-0,896214604;-0,900606036;-0,90490818
2310;-0,891733527;-0,896214604;-0,900606036;-0,90490818;-0,90911907
2311;-0,896214604;-0,900606036;-0,90490818;-0,90911907;-0,913239777
2312;-0,900606036;-0,90490818;-0,90911907;-0,913239777;-0,917268336
2313;-0,90490818;-0,90911907;-0,913239777;-0,917268336;-0,921205223
2314;-0,90911907;-0,913239777;-0,917268336;-0,921205223;-0,925050676
2315;-0,913239777;-0,917268336;-0,921205223;-0,925050676;-0,928802848
2316;-0,917268336;-0,921205223;-0,925050676;-0,928802848;-0,932462871
2317;-0,921205223;-0,925050676;-0,928802848;-0,932462871;-0,936028957
2318;-0,925050676;-0,928802848;-0,932462871;-0,936028957;-0,939501405
2319;-0,928802848;-0,932462871;-0,936028957;-0,939501405;-0,942880511
2320;-0,932462871;-0,936028957;-0,939501405;-0,942880511;-0,946164668
2321;-0,936028957;-0,939501405;-0,942880511;-0,946164668;-0,949354887
2322;-0,939501405;-0,942880511;-0,946164668;-0,949354887;-0,952449501
2323;-0,942880511;-0,946164668;-0,949354887;-0,952449501;-0,955448806
2324;-0,946164668;-0,949354887;-0,952449501;-0,955448806;-0,958353162
2325;-0,949354887;-0,952449501;-0,955448806;-0,958353162;-0,961161137
2326;-0,952449501;-0,955448806;-0,958353162;-0,961161137;-0,963873506
2327;-0,955448806;-0,958353162;-0,961161137;-0,963873506;-0,966488898
2328;-0,958353162;-0,961161137;-0,963873506;-0,966488898;-0,969008148
2329;-0,961161137;-0,963873506;-0,966488898;-0,969008148;-0,971430004
2330;-0,963873506;-0,966488898;-0,969008148;-0,971430004;-0,973754704
2331;-0,966488898;-0,969008148;-0,971430004;-0,973754704;-0,975982428
2332;-0,969008148;-0,971430004;-0,973754704;-0,975982428;-0,978112161
2333;-0,971430004;-0,973754704;-0,975982428;-0,978112161;-0,980144441
2334;-0,973754704;-0,975982428;-0,978112161;-0,980144441;-0,982078254
2335;-0,975982428;-0,978112161;-0,980144441;-0,982078254;-0,983913898
2336;-0,978112161;-0,980144441;-0,982078254;-0,983913898;-0,985651493
2337;-0,980144441;-0,982078254;-0,983913898;-0,985651493;-0,987290144
2338;-0,982078254;-0,983913898;-0,985651493;-0,987290144;-0,988830328
2339;-0,983913898;-0,985651493;-0,987290144;-0,988830328;-0,990271389
2340;-0,985651493;-0,987290144;-0,988830328;-0,990271389;-0,991613388
2341;-0,987290144;-0,988830328;-0,990271389;-0,991613388;-0,992856383
2342;-0,988830328;-0,990271389;-0,991613388;-0,992856383;-0,993999958
2343;-0,990271389;-0,991613388;-0,992856383;-0,993999958;-0,995044231
2344;-0,991613388;-0,992856383;-0,993999958;-0,995044231;-0,995988786
2345;-0,992856383;-0,993999958;-0,995044231;-0,995988786;-0,996833801
2346;-0,993999958;-0,995044231;-0,995988786;-0,996833801;-0,997579217
2347;-0,995044231;-0,995988786;-0,996833801;-0,997579217;-0,998224735
2348;-0,995988786;-0,996833801;-0,997579217;-0,998224735;-0,998770535
2349;-0,996833801;-0,997579217;-0,998224735;-0,998770535;-0,999216318
2350;-0,997579217;-0,998224735;-0,998770535;-0,999216318;-0,999562204
2351;-0,998224735;-0,998770535;-0,999216318;-0,999562204;-0,999808133
2352;-0,998770535;-0,999216318;-0,999562204;-0,999808133;-0,999954045
2353;-0,999216318;-0,999562204;-0,999808133;-0,999954045;-0,99999994
2354;-0,999562204;-0,999808133;-0,999954045;-0,99999994;-0,999945819
2355;-0,999808133;-0,999954045;-0,99999994;-0,999945819;-0,999791682
2356;-0,999954045;-0,99999994;-0,999945819;-0,999791682;-0,999537528
2357;-0,99999994;-0,999945819;-0,999791682;-0,999537528;-0,999183416
2358;-0,999945819;-0,999791682;-0,999537528;-0,999183416;-0,998729348
2359;-0,999791682;-0,999537528;-0,999183416;-0,998729348;-0,998175442
2360;-0,999537528;-0,999183416;-0,998729348;-0,998175442;-0,997521698
2361;-0,999183416;-0,998729348;-0,998175442;-0,997521698;-0,996768057
2362;-0,998729348;-0,998175442;-0,997521698;-0,996768057;-0,995914936
2363;-0,998175442;-0,997521698;-0,996768057;-0,995914936;-0,994961977
2364;-0,997521698;-0,996768057;-0,995914936;-0,994961977;-0,993909657
2365;-0,996768057;-0,995914936;-0,994961977;-0,993909657;-0,992757976
2366;-0,995914936;-0,994961977;-0,993909657;-0,992757976;-0,991506755
2367;-0,994961977;-0,993909657;-0,992757976;-0,991506755;-0,990156651
2368;-0,993909657;-0,992757976;-0,991506755;-0,990156651;-0,988707185
2369;-0,992757976;-0,991506755;-0,990156651;-0,988707185;-0,987159133
2370;-0,991506755;-0,990156651;-0,988707185;-0,987159133;-0,985512376
2371;-0,990156651;-0,988707185;-0,987159133;-0,985512376;-0,983766735
2372;-0,988707185;-0,987159133;-0,985512376;-0,983766735;-0,981922984
2373;-0,987159133;-0,985512376;-0,983766735;-0,981922984;-0,979980707
2374;-0,985512376;-0,983766735;-0,981922984;-0,979980707;-0,977940738
2375;-0,983766735;-0,981922984;-0,979980707;-0,977940738;-0,9758026
2376;-0,981922984;-0,979980707;-0,977940738;-0,9758026;-0,973567247
2377;-0,979980707;-0,977940738;-0,9758026;-0,973567247;-0,97123456
2378;-0,977940738;-0,9758026;-0,973567247;-0,97123456;-0,96880424
2379;-0,9758026;-0,973567247;-0,97123456;-0,96880424;-0,96627754
2380;-0,973567247;-0,97123456;-0,96880424;-0,96627754;-0,963653624
2381;-0,97123456;-0,96880424;-0,96627754;-0,963653624;-0,960933924
2382;-0,96880424;-0,96627754;-0,963653624;-0,960933924;-0,958118081
2383;-0,96627754;-0,963653624;-0,960933924;-0,958118081;-0,955205858
2384;-0,963653624;-0,960933924;-0,958118081;-0,955205858;-0,952198625
2385;-0,960933924;-0,958118081;-0,955205858;-0,952198625;-0,949095607
2386;-0,958118081;-0,955205858;-0,952198625;-0,949095607;-0,945898235
2387;-0,955205858;-0,952198625;-0,949095607;-0,945898235;-0,94260627
2388;-0,952198625;-0,949095607;-0,945898235;-0,94260627;-0,939219415
2389;-0,949095607;-0,945898235;-0,94260627;-0,939219415;-0,935739279
2390;-0,945898235;-0,94260627;-0,939219415;-0,935739279;-0,932164848
2391;-0,94260627;-0,939219415;-0,935739279;-0,932164848;-0,928497851
2392;-0,939219415;-0,935739279;-0,932164848;-0,928497851;-0,92473805
2393;-0,935739279;-0,932164848;-0,928497851;-0,92473805;-0,920884967
2394;-0,932164848;-0,928497851;-0,92473805;-0,920884967;-0,91694057
2395;-0,928497851;-0,92473805;-0,920884967;-0,91694057;-0,912903666
2396;-0,92473805;-0,920884967;-0,91694057;-0,912903666;-0,908776283
2397;-0,920884967;-0,91694057;-0,912903666;-0,908776283;-0,904557943
2398;-0,91694057;-0,912903666;-0,908776283;-0,904557943;-0,900248349
2399;-0,912903666;-0,908776283;-0,904557943;-0,900248349;-0,895849586
2400;-0,908776283;-0,904557943;-0,900248349;-0,895849586;-0,891360283
2401;-0,904557943;-0,900248349;-0,895849586;-0,891360283;-0,886782765
2402;-0,900248349;-0,895849586;-0,891360283;-0,886782765;-0,882116497
2403;-0,895849586;-0,891360283;-0,886782765;-0,882116497;-0,877361119
2404;-0,891360283;-0,886782765;-0,882116497;-0,877361119;-0,872518957
2405;-0,886782765;-0,882116497;-0,877361119;-0,872518957;-0,86758852
2406;-0,882116497;-0,877361119;-0,872518957;-0,86758852;-0,862572312
2407;-0,877361119;-0,872518957;-0,86758852;-0,862572312;-0,857469797
2408;-0,872518957;-0,86758852;-0,862572312;-0,857469797;-0,852280557
2409;-0,86758852;-0,862572312;-0,857469797;-0,852280557;-0,847007036
2410;-0,862572312;-0,857469797;-0,852280557;-0,847007036;-0,841647804
2411;-0,857469797;-0,852280557;-0,847007036;-0,841647804;-0,836205423
2412;-0,852280557;-0,847007036;-0,841647804;-0,836205423;-0,830679417
2413;-0,847007036;-0,841647804;-0,836205423;-0,830679417;-0,825069249
2414;-0,841647804;-0,836205423;-0,830679417;-0,825069249;-0,819377661
2415;-0,836205423;-0,830679417;-0,825069249;-0,819377661;-0,813602984
2416;-0,830679417;-0,825069249;-0,819377661;-0,813602984;-0,807748079
2417;-0,825069249;-0,819377661;-0,813602984;-0,807748079;-0,801811218
2418;-0,819377661;-0,813602984;-0,807748079;-0,801811218;-0,795795321
2419;-0,813602984;-0,807748079;-0,801811218;-0,795795321;-0,789699852
2420;-0,807748079;-0,801811218;-0,795795321;-0,789699852;-0,783524215
2421;-0,801811218;-0,795795321;-0,789699852;-0,783524215;-0,77727139
2422;-0,795795321;-0,789699852;-0,783524215;-0,77727139;-0,770939589
2423;-0,789699852;-0,783524215;-0,77727139;-0,770939589;-0,76453191
2424;-0,783524215;-0,77727139;-0,770939589;-0,76453191;-0,758047819
2425;-0,77727139;-0,770939589;-0,76453191;-0,758047819;-0,751486599
2426;-0,770939589;-0,76453191;-0,758047819;-0,751486599;-0,74485153
2427;-0,76453191;-0,758047819;-0,751486599;-0,74485153;-0,738140643
2428;-0,758047819;-0,751486599;-0,74485153;-0,738140643;-0,731357217
2429;-0,751486599;-0,74485153;-0,738140643;-0,731357217;-0,724500656
2430;-0,74485153;-0,738140643;-0,731357217;-0,724500656;-0,717570305
2431;-0,738140643;-0,731357217;-0,724500656;-0,717570305;-0,710569501
2432;-0,731357217;-0,724500656;-0,717570305;-0,710569501;-0,703496337
2433;-0,724500656;-0,717570305;-0,710569501;-0,703496337;-0,696354151
2434;-0,717570305;-0,710569501;-0,703496337;-0,696354151;-0,689142287
2435;-0,710569501;-0,703496337;-0,696354151;-0,689142287;-0,681860089
2436;-0,703496337;-0,696354151;-0,689142287;-0,681860089;-0,674511135
2437;-0,696354151;-0,689142287;-0,681860089;-0,674511135;-0,667093337
2438;-0,689142287;-0,681860089;-0,674511135;-0,667093337;-0,659610152
2439;-0,681860089;-0,674511135;-0,667093337;-0,659610152;-0,652061045
2440;-0,674511135;-0,667093337;-0,659610152;-0,652061045;-0,6444453
2441;-0,667093337;-0,659610152;-0,652061045;-0,6444453;-0,636766493
2442;-0,659610152;-0,652061045;-0,6444453;-0,636766493;-0,629022598
2443;-0,652061045;-0,6444453;-0,636766493;-0,629022598;-0,621217191
2444;-0,6444453;-0,636766493;-0,629022598;-0,621217191;-0,613349676
2445;-0,636766493;-0,629022598;-0,621217191;-0,613349676;-0,605419338
2446;-0,629022598;-0,621217191;-0,613349676;-0,605419338;-0,597429991
2447;-0,621217191;-0,613349676;-0,605419338;-0,597429991;-0,589379311
2448;-0,613349676;-0,605419338;-0,597429991;-0,589379311;-0,581271231
2449;-0,605419338;-0,597429991;-0,589379311;-0,581271231;-0,573104978
2450;-0,597429991;-0,589379311;-0,581271231;-0,573104978;-0,564879894
2451;-0,589379311;-0,581271231;-0,573104978;-0,564879894;-0,556599855
2452;-0,581271231;-0,573104978;-0,564879894;-0,556599855;-0,548262596
2453;-0,573104978;-0,564879894;-0,556599855;-0,548262596;-0,53987205
2454;-0,564879894;-0,556599855;-0,548262596;-0,53987205;-0,531427562
2455;-0,556599855;-0,548262596;-0,53987205;-0,531427562;-0,522928238
2456;-0,548262596;-0,53987205;-0,531427562;-0,522928238;-0,51437825
2457;-0,53987205;-0,531427562;-0,522928238;-0,51437825;-0,505775213
2458;-0,531427562;-0,522928238;-0,51437825;-0,505775213;-0,497123241
2459;-0,522928238;-0,51437825;-0,505775213;-0,497123241;-0,48842153
2460;-0,51437825;-0,505775213;-0,497123241;-0,48842153;-0,479669303
2461;-0,505775213;-0,497123241;-0,48842153;-0,479669303;-0,470870763
2462;-0,497123241;-0,48842153;-0,479669303;-0,470870763;-0,462023437
2463;-0,48842153;-0,479669303;-0,470870763;-0,462023437;-0,453131616
2464;-0,479669303;-0,470870763;-0,462023437;-0,453131616;-0,444192737
2465;-0,470870763;-0,462023437;-0,453131616;-0,444192737;-0,435211182
2466;-0,462023437;-0,453131616;-0,444192737;-0,435211182;-0,426186085
2467;-0,453131616;-0,444192737;-0,435211182;-0,426186085;-0,417116612
2468;-0,444192737;-0,435211182;-0,426186085;-0,417116612;-0,408007175
2469;-0,435211182;-0,426186085;-0,417116612;-0,408007175;-0,39885518
2470;-0,426186085;-0,417116612;-0,408007175;-0,39885518;-0,389665037
2471;-0,417116612;-0,408007175;-0,39885518;-0,389665037;-0,380435944
2472;-0,408007175;-0,39885518;-0,389665037;-0,380435944;-0,371167004
2473;-0,39885518;-0,389665037;-0,380435944;-0,371167004;-0,361862719
2474;-0,389665037;-0,380435944;-0,371167004;-0,361862719;-0,352520466
2475;-0,380435944;-0,371167004;-0,361862719;-0,352520466;-0,343144745
2476;-0,371167004;-0,361862719;-0,352520466;-0,343144745;-0,333734721
